race_id,goal_order, start_number, horse_name, horse_age, weight,jockey_id,single_odds,hourse_weight,weight_chang,multiOdds,Nhorse_age,Nhorse_weight,Nsingle_odds,Nhourse_weight,Nweight_change,Nmulti_odds,e
202203020101,1,6,バルンストック,5.0,57.0,01196,3.8,474.0,-10.0,1.7,-0.37947331922020583,-3.1622776601683786,-0.6433079341493043,0.29083429059274507,-0.3177851989552769,-0.6163652362092605
202203020101,2,10,アポロファントム,5.0,60.0,00727,18.9,452.0,-4.0,6.0,-0.37947331922020583,0.3162277660168387,-0.3670580689419635,-1.0626637540888704,0.3813422387463322,-0.30472359352943135
202203020101,3,8,ドラウプニル,6.0,60.0,01149,4.7,488.0,8.0,1.85,0.31622776601683766,0.3162277660168387,-0.6268427103952243,1.1521512281174096,1.7795971141495506,-0.6054940161157781
202203020101,4,2,ブラックジャッカル,4.0,60.0,01101,19.1,462.0,0.0,5.0,-1.0751744044572493,0.3162277660168387,-0.3633991303299457,-0.44743737014268153,0.8474271972140717,-0.37719839415264744
202203020101,5,12,カツジ,7.0,60.0,01035,10.0,492.0,-14.0,4.15,1.0119288512538813,0.3162277660168387,-0.5298808371767537,1.398241781695885,-0.7838701574230164,-0.4388019746823811
202203020101,6,4,プレイヤーサムソン,9.0,60.0,01023,39.1,470.0,-20.0,6.65,2.4033310217279684,0.3162277660168387,0.0024947308718302314,0.04474373701426955,-1.4829975951246253,-0.25761497312434084
202203020101,7,5,アイファーチーター,4.0,60.0,01068,198.7,466.0,0.0,50.95,-1.0751744044572493,0.3162277660168387,2.922327743262002,-0.201346816564206,0.8474271972140717,2.9530186944841326
202203020101,8,7,マイネルグロース,4.0,60.0,01123,20.1,460.0,-8.0,6.3,-1.0751744044572493,0.3162277660168387,-0.3451044372698569,-0.5704826469319193,-0.08474271972140719,-0.28298115334246654
202203020101,9,9,ヴィクトリーレーン,5.0,60.0,01059,21.1,450.0,-22.0,5.75,-0.37947331922020583,0.3162277660168387,-0.3268097442097681,-1.1857090308781082,-1.7160400743584951,-0.32284229368523537
202203020101,10,1,ピュアヒカリ,6.0,60.0,01120,11.1,450.0,-2.0,3.1,0.31622776601683766,0.3162277660168387,-0.509756674810656,-1.1857090308781082,0.6143847179802019,-0.5149005153367581
202203020101,11,3,マイネルバッカーノ,6.0,60.0,01061,82.0,498.0,-8.0,20.799999999999997,0.31622776601683766,0.3162277660168387,0.7873370631496396,1.7673776120635984,-0.08474271972140719,0.7679034556941666
202203020102,1,13,ラートリー,3.0,54.0,01075,2.1,438.0,-4.0,1.2000000000000002,0.0,0.6889986220041344,-0.9362143627812918,-0.7489737302071122,0.3764734830828952,-1.055002926890344
202203020102,2,12,キットクル,3.0,54.0,01153,11.8,444.0,-12.0,3.0999999999999996,0.0,0.6889986220041344,-0.742995653866855,-0.508232174069112,-0.878438127193422,-0.8021216534136846
