race_id,goal_order, start_number, horse_name, horse_age, weight,jockey_id,hourse_weight,weight_change,single_odds,multi_odds
2.02203E+11,1,6,バルンストック,5,57,1196,474,-10,3.8,1.7
2.02203E+11,2,10,アポロファントム,5,60,727,452,-4,18.9,6
2.02203E+11,3,8,ドラウプニル,6,60,1149,488,8,4.7,1.85
2.02203E+11,4,2,ブラックジャッカル,4,60,1101,462,0,19.1,5
2.02203E+11,5,12,カツジ,7,60,1035,492,-14,10,4.15
2.02203E+11,6,4,プレイヤーサムソン,9,60,1023,470,-20,39.1,6.65
2.02203E+11,7,5,アイファーチーター,4,60,1068,466,0,198.7,50.95
2.02203E+11,8,7,マイネルグロース,4,60,1123,460,-8,20.1,6.3
2.02203E+11,9,9,ヴィクトリーレーン,5,60,1059,450,-22,21.1,5.75
2.02203E+11,10,1,ピュアヒカリ,6,60,1120,450,-2,11.1,3.1
2.02203E+11,11,3,マイネルバッカーノ,6,60,1061,498,-8,82,20.8
2.02203E+11,1,13,ラートリー,3,54,1075,438,-4,2.1,1.2
2.02203E+11,2,12,キットクル,3,54,1153,444,-12,11.8,3.1
2.02203E+11,3,10,イモータルフェイム,3,54,1179,454,-12,4.3,1.7
2.02203E+11,4,3,リーディングラン,3,54,733,468,-10,63.1,10.5
2.02203E+11,5,6,ソニンクヴァース,3,54,1169,484,-8,9.6,2.55
2.02203E+11,6,8,エメラルセシリア,3,52,1188,420,-14,8.6,2.5
2.02203E+11,7,5,ヨーコマイラヴ,3,54,1162,456,-12,195.7,28.05
2.02203E+11,8,11,ニケテア,3,51,1197,446,-4,90.3,13.8
2.02203E+11,9,15,ネイチャーミヤビ,3,52,1164,498,-12,12,3.1
2.02203E+11,10,9,キタノズーナクア,3,54,689,448,-6,28.8,7.75
2.02203E+11,11,4,ファディッシュ,3,54,1077,434,-2,64.5,11.3
2.02203E+11,12,1,ソメット,3,51,1183,416,12,103.5,21.1
2.02203E+11,13,7,マイスイートハート,3,54,1117,494,-6,30.8,5.7
2.02203E+11,14,2,カハラオプナ,3,54,1092,490,-6,65.8,13.95
2.02203E+11,15,14,マリノヴィーナス,3,51,1184,460,0,45.6,10.6
2.02203E+11,1,8,サラフィエル,3,56,1161,436,2,2.1,1.25
2.02203E+11,2,5,ヤサカシュエット,3,54,1169,472,2,38.8,8.05
2.02203E+11,3,14,クロシェノワール,3,51,1184,500,16,16.3,4.4
2.02203E+11,4,13,サンマルディライト,3,56,5386,456,0,5.6,1.75
2.02203E+11,5,1,サイモンソーラン,3,56,733,474,-6,15.3,3.3
2.02203E+11,6,10,ジャスティンダイヤ,3,54,1188,490,0,23.2,5.8
2.02203E+11,7,9,キタノポーションズ,3,54,1029,402,-8,155.8,16.4
2.02203E+11,8,15,ウェルシュゴールド,3,54,1009,474,6,123.1,18.95
2.02203E+11,9,12,チュラーダ,3,54,5212,400,2,21.8,5.3
2.02203E+11,10,2,ローゼンヴォルフ,3,56,1158,508,-8,76.1,17.4
2.02203E+11,11,7,ガンガディン,3,56,1179,466,6,14.6,3
2.02203E+11,12,4,アオイトランプ,3,56,1162,470,4,179.2,40.9
2.02203E+11,13,11,ブレスク,3,56,422,510,-12,26.6,5.4
2.02203E+11,14,6,フィアーミー,3,56,1143,506,0,228.6,54.4
2.02203E+11,15,3,マサノカヴァリエ,3,56,1122,486,10,4.3,1.9
2.02203E+11,1,10,ナギサ,4,58,1139,496,0,5.9,2.1
2.02203E+11,2,5,マイネルパラディ,8,60,1067,464,-20,15.2,4
2.02203E+11,3,9,リバーシブルレーン,6,60,1059,438,-8,8.6,2.4
2.02203E+11,4,6,ショウナンサルヴォ,4,60,1035,500,-12,7.6,2.4
2.02203E+11,5,2,ドリームソルジャー,8,60,727,488,-2,2.6,1.5
2.02203E+11,6,7,フィードバック,6,60,1113,490,-6,38.3,7.85
2.02203E+11,7,11,テイエムコンドル,11,60,1149,460,-8,13.6,3.5
2.02203E+11,8,1,クライムメジャー,8,60,1063,520,-6,17.1,4.95
2.02203E+11,9,4,パリカラノテガミ,11,62,1120,446,-16,17,4.45
2.02203E+11,10,3,ポルタフォリオ,4,60,1066,496,-2,152.6,31.55
2.02203E+11,11,12,メイショウギガース,8,60,1101,472,-16,74.1,17.35
2.02203E+11,12,8,アルトリウス,8,60,1068,466,-6,113.7,16.95
2.02203E+11,13,13,スズカメジャー,8,60,691,510,-6,6.7,2.3
2.02203E+11,1,13,ナックブレイブ,2,54,1162,470,0,12.7,2.95
2.02203E+11,2,4,ブーケファロス,2,52,1188,426,0,23.8,4.55
2.02203E+11,3,2,シナロアテソーロ,2,54,5386,442,0,7.5,1.95
2.02203E+11,4,7,キタウイング,2,54,1135,432,0,38.5,7.1
2.02203E+11,5,10,ストリートジャガー,2,54,1150,482,0,24.2,4.55
2.02203E+11,6,8,ビルカール,2,54,641,454,0,52,9.7
2.02203E+11,7,6,グラスヴィガー,2,54,1092,460,0,1.9,1.2
2.02203E+11,8,5,サンセットベリー,2,51,1184,438,0,138.4,32.5
2.02203E+11,9,15,ネバレチュゴー,2,54,1085,502,0,71,10.95
2.02203E+11,10,11,ニシノメラーキ,2,54,422,428,0,75.1,11.55
2.02203E+11,11,12,クリイロ,2,54,1122,394,0,5.5,1.9
2.02203E+11,12,9,リュウノステルス,2,54,1179,426,0,11.7,2.65
2.02203E+11,13,1,テイエムリオンディ,2,54,1029,490,0,127.6,26
2.02203E+11,14,14,シェイクオンイット,2,54,1161,466,0,174.2,31.45
2.02203E+11,15,3,ハスノミ,2,51,1183,424,0,184.4,35
2.02203E+11,1,9,バグラダス,2,54,5386,468,0,2.3,1.3
2.02203E+11,2,4,トモジャミ,2,54,1092,498,0,7.5,2.05
2.02203E+11,3,10,リリージェーン,2,51,1184,418,0,17.9,3.2
2.02203E+11,4,11,セイウンダマシイ,2,54,422,456,0,7.5,2.1
2.02203E+11,5,12,サノノエスポ,2,54,689,422,0,51.1,7.7
2.02203E+11,6,8,テンホワイトラブ,2,54,1158,494,0,30.4,5.55
2.02203E+11,7,6,スムースベルベット,2,54,1134,484,0,3.2,1.4
2.02203E+11,8,1,ハンデンメシアー,2,51,1197,488,0,22.2,3.75
2.02203E+11,9,3,ダイチストリーム,2,52,1188,452,0,101,14.35
2.02203E+11,10,5,キタノマリリン,2,54,1150,426,0,72.2,13.75
2.02203E+11,11,7,アオシロツルバミ,2,51,1183,374,0,168.7,30.4
2.02203E+11,12,2,コーヒーカフェ,2,54,726,442,0,116.6,16.65
2.02203E+11,1,6,イヴニングスター,3,56,1075,504,10,3.2,1.5
2.02203E+11,2,4,フォーグッド,3,56,5386,524,16,2.3,1.25
2.02203E+11,3,7,シャドウマッドネス,3,53,1184,434,-4,6.3,1.9
2.02203E+11,4,8,トリプルスリル,3,56,1162,480,2,7.5,1.85
2.02203E+11,5,5,ブキャナンテソーロ,3,54,1188,488,-8,15.3,3.75
2.02203E+11,6,3,ジュンバレット,3,56,1117,456,-4,235.8,36.45
2.02203E+11,7,9,テイエムクロマル,3,56,1029,470,-6,119.6,17.8
2.02203E+11,8,1,ミヤコプレジール,3,56,5212,536,10,7.5,2.3
2.02203E+11,9,10,ナイキグロ,3,56,1009,476,10,45.9,6.85
2.02203E+11,10,2,ブランデウェイン,3,56,1135,476,4,180.6,28.75
2.02203E+11,1,11,メデタシメデタシ,5,55,1161,452,-18,38.7,7.45
2.02203E+11,2,7,ネイリッカ,3,50,1188,448,0,1.7,1.1
2.02203E+11,3,10,ラッキーミーティア,3,52,1118,454,-4,5.6,2
2.02203E+11,4,3,クーシフォン,3,52,1092,450,4,9.7,2.4
2.02203E+11,5,6,メテオダヴリル,4,52,1197,500,-2,5.7,2.3
2.02203E+11,6,4,キタノポケット,5,55,1029,394,-10,98.1,17.95
2.02203E+11,7,9,アテンフェアリー,6,55,1162,480,2,43.2,6.55
2.02203E+11,8,8,モモエチャン,4,55,1009,428,-34,94.7,19.9
2.02203E+11,9,1,ハイスピリッツ,4,52,1183,470,-3,151.4,28.5
2.02203E+11,10,2,ショウナンワオン,3,52,1158,448,-10,23.9,7.6
2.02203E+11,11,12,ルージュフェリーク,4,55,1169,444,-8,14.5,3.1
2.02203E+11,12,5,レッドカルム,5,55,689,532,2,25.7,6.2
2.02203E+11,1,1,ロンギングエーオ,3,54,1077,486,0,7.6,2.35
2.02203E+11,2,6,グランシエロ,3,54,1122,516,2,1.7,1.1
2.02203E+11,3,7,スカイテラス,5,57,1179,484,-10,12.1,2.95
2.02203E+11,4,5,ネイチャーシップ,4,57,1158,492,-8,9.9,2.4
2.02203E+11,5,2,レベンディス,5,57,1135,484,-10,130.2,24.15
2.02203E+11,6,8,エレガントチャーム,5,55,1075,470,-8,18,4.6
2.02203E+11,7,9,ヴィブラツィオーネ,3,54,5386,468,0,5.3,2
2.02203E+11,8,4,ゴールデンアワー,3,52,422,486,-4,16.8,3.95
2.02203E+11,9,3,マイネルアルザス,3,54,1085,464,0,108.6,17.5
2.02203E+11,10,10,アクアテラリウム,3,54,1150,472,-6,32.4,9.9
2.02203E+11,1,3,イリマ,4,55,1179,450,-4,7.8,2.15
2.02203E+11,2,5,サンカルパ,3,52,1092,482,8,1.9,1.2
2.02203E+11,3,9,ワーフデール,3,52,1188,458,-2,6,1.95
2.02203E+11,4,10,アラビアンナイト,4,55,1075,446,0,27.6,5.8
2.02203E+11,5,7,ブルームスベリー,5,55,5386,454,-10,9.8,2.35
2.02203E+11,6,2,エレヴァテッツァ,5,55,5212,508,4,6,2
2.02203E+11,7,8,ヴェルザスカ,5,55,1169,442,-2,25.2,5.55
2.02203E+11,8,6,ヤマニンプレシオサ,5,55,689,476,-4,116.1,20
2.02203E+11,9,11,レアシャンパーニュ,4,55,1122,454,-6,20.3,4.1
2.02203E+11,10,1,ライクアジュエリー,5,55,733,450,-4,165.2,37.75
2.02203E+11,11,4,マッチレスノヴェル,5,55,1150,478,-6,32.5,7.4
2.02203E+11,1,1,サトノファビュラス,5,55,1117,418,-8,7.3,2.3
2.02203E+11,2,10,ジャスパージャック,6,57,1085,528,-2,5.4,1.9
2.02203E+11,3,2,ショウナンバービー,5,55,1188,504,-2,13.2,3.75
2.02203E+11,4,6,エレヴァート,5,55,5212,456,6,20.7,4.9
2.02203E+11,5,8,ロジーナ,5,55,1179,466,-2,6.6,2
2.02203E+11,6,3,オシリスブレイン,5,57,1161,486,-8,14.1,3.35
2.02203E+11,7,11,バルトリ,5,55,1075,462,8,4.8,2.15
2.02203E+11,8,7,サンラモンバレー,7,57,1150,490,-8,107.8,14.05
2.02203E+11,9,9,ワンスカイ,5,57,5386,516,2,2.8,1.45
2.02203E+11,10,4,ナンヨーアミーコ,9,57,1118,426,-4,151.1,18.5
2.02203E+11,11,5,ショウナンアオゾラ,6,57,422,476,-4,56.3,11.2
2.02203E+11,1,8,レッドラパルマ,3,54,5212,486,0,2.4,1.35
2.02203E+11,2,3,ミストルティン,3,54,1075,456,0,5.2,1.95
2.02203E+11,3,5,エコロカナワン,4,57,1077,486,-12,21.1,4.15
2.02203E+11,4,12,ブルベアカイリ,5,57,1009,516,6,83.3,14.35
2.02203E+11,5,13,オヤノナナヒカリ,3,54,422,442,-2,10.5,2.9
2.02203E+11,6,9,マーベラスアゲン,6,54,1201,470,-10,24,5.15
2.02203E+11,7,1,サクセスミノル,3,54,1092,476,-2,5.2,1.7
2.02203E+11,8,10,サトノアレックス,5,55,1188,486,-2,59.8,9.3
2.02203E+11,9,7,ヨシオドライヴ,5,57,1161,498,-10,23.3,5.75
2.02203E+11,10,14,メイショウムート,4,57,1029,426,-14,189.7,47.7
2.02203E+11,11,15,ハリウッドフェーム,3,54,1179,524,-6,13.8,3.85
2.02203E+11,12,2,サンマルシップ,4,55,1164,496,0,184.8,37.85
2.02203E+11,13,6,タイキマクスウェル,3,54,1150,504,4,8.6,2.95
2.02203E+11,14,4,オニジオオタニ,4,54,1183,440,-10,106.9,16.35
2.0221E+11,1,5,ウメムスビ,2,51,1199,438,4,1.3,1.05
2.0221E+11,2,2,フェルヴェンテ,2,54,1125,454,-6,15.8,6.15
2.0221E+11,3,10,シャープソーン,2,54,1018,442,4,9.3,4.05
2.0221E+11,4,7,ヘイローグラン,2,50,1193,428,-6,35.7,13.75
2.0221E+11,5,6,レヴィアタン,2,54,1128,470,-6,98.7,24
2.0221E+11,6,1,クリノヒーロー,2,52,1191,460,-8,40,15.3
2.0221E+11,7,4,クリノグローリー,2,54,732,454,-2,24.8,7.65
2.0221E+11,8,9,サイレントストーム,2,50,1187,426,2,6.3,3.4
2.0221E+11,9,8,ヒロピアーナ,2,54,1124,484,-10,143.1,40.2
2.0221E+11,10,3,ブラーヴ,2,54,1126,472,-2,36.6,10.95
2.0221E+11,1,7,イプノーズ,3,50,1193,442,0,2.2,1.2
2.0221E+11,2,8,クリノオスカル,3,54,732,418,-4,82.2,11.7
2.0221E+11,3,11,ミルニュイ,3,54,1126,512,-10,13.8,3.45
2.0221E+11,4,2,ミスティファイ,3,54,1174,440,-4,10,2.55
2.0221E+11,5,3,ロックユアハート,3,54,1163,452,-10,2.9,1.3
2.0221E+11,6,4,カラフルワウ,3,51,1199,464,0,75.1,10.2
2.0221E+11,7,6,マルノアンナ,3,51,1195,412,-6,172.2,21.55
2.0221E+11,8,1,テイエムラトーヌ,3,50,1187,430,2,9.6,2.75
2.0221E+11,9,9,メイショウジェゼロ,3,52,1185,454,10,236.2,29
2.0221E+11,10,5,キルステン,3,54,1128,454,-8,18.7,3.7
2.0221E+11,11,10,アジュール,3,52,1191,424,-24,12,3.7
2.0221E+11,12,12,モズクイーン,3,54,1130,448,0,119.9,23.4
2.0221E+11,1,9,エンジェルシリカ,3,54,1163,454,14,7.5,2.95
2.0221E+11,2,12,マメコ,3,54,1168,446,-2,2.8,1.45
2.0221E+11,3,17,プリモカリーナ,3,54,1102,440,2,11.7,2.7
2.0221E+11,4,8,ショウナンナージャ,3,54,1124,442,-2,31.8,7.8
2.0221E+11,5,15,アンブロジアーナ,3,51,1172,406,-6,6.1,2.1
2.0221E+11,6,7,サンマルヴァレー,3,54,1138,462,4,78.4,20.95
2.0221E+11,7,11,デュードメール,3,54,1126,456,0,17.2,5.5
2.0221E+11,8,18,テーオーモンブラン,3,50,1193,444,18,21.4,6.45
2.0221E+11,9,3,イダマンテ,3,56,1174,448,-8,26,6.2
2.0221E+11,10,14,ジューンキララ,3,54,660,426,10,170.8,28.4
2.0221E+11,11,5,ストームサージ,3,56,732,476,-2,29.5,8.85
2.0221E+11,12,4,テイエムケントオー,3,56,1180,444,-6,64,14.7
2.0221E+11,13,13,マサハヤブッカーズ,3,54,1191,446,8,161.9,29.35
2.0221E+11,14,2,ホウショウルイーズ,3,54,1154,490,6,6.5,1.9
2.0221E+11,15,16,ブエナディオサ,3,54,1036,434,-18,281.2,72.5
2.0221E+11,16,1,アクアヒナ,3,54,1018,496,8,12,4
2.0221E+11,17,6,ハクサンゴールド,3,52,1187,472,-16,79.2,23.3
2.0221E+11,18,10,リサディーン,3,52,1185,420,0,43.9,11.9
2.0221E+11,1,8,アスクビギンアゲン,3,56,732,534,-18,10.4,2.75
2.0221E+11,2,14,カイザー,3,56,1171,474,-4,4.8,1.85
2.0221E+11,3,11,ミナモトフェイス,3,54,1014,450,4,5.2,2
2.0221E+11,4,13,テーオーコンドル,3,53,1199,454,-6,50,9.7
2.0221E+11,5,4,バクシンフォワード,3,56,1180,454,-10,135.7,26.55
2.0221E+11,6,2,セピアーチェ,3,54,660,450,-4,52,10.2
2.0221E+11,7,1,アスクオーマイキー,3,56,1154,486,-6,182,30.65
2.0221E+11,8,6,シエロフェイス,3,56,1163,430,-4,6.2,2.2
2.0221E+11,9,12,サトノソラーレ,3,56,1102,434,-8,21.3,4.4
2.0221E+11,10,3,ヤマニンリリアーナ,3,54,1130,486,8,283.8,51.6
2.0221E+11,11,5,ウォーターレクラ,3,54,1018,416,-4,2.8,1.45
2.0221E+11,12,15,ヒシハイドラ,3,50,1187,442,4,73.2,11.85
2.0221E+11,13,7,クリノレイチェル,3,52,1185,460,-4,513.7,84.5
2.0221E+11,14,10,ライダーストーム,3,56,1124,466,-12,286.5,37.05
2.0221E+11,15,9,ブリーザフレスカ,3,54,1126,492,18,8,2.65
2.0221E+11,1,3,サツマノオンナ,2,54,1126,440,0,4.8,1.8
2.0221E+11,2,5,カシノサヴィ,2,54,732,416,0,13.4,3.75
2.0221E+11,3,12,テイエムユメキュウ,2,54,1099,450,0,16.8,3.65
2.0221E+11,4,17,ベルボールドナイン,2,50,1193,460,0,5.3,1.8
2.0221E+11,5,4,テイエムハヤカケン,2,54,1168,496,0,9.3,2.8
2.0221E+11,6,14,ゴーツウキリシマ,2,54,1116,456,0,27.6,7.5
2.0221E+11,7,8,テイエムイッキュウ,2,51,1172,414,0,55.4,12.45
2.0221E+11,8,9,キスウマイ,2,54,1138,468,0,13.3,3.35
2.0221E+11,9,11,カシノジャッカル,2,53,1176,398,0,140.7,31.2
2.0221E+11,10,6,ユクサキタ,2,54,1125,436,0,90.5,21.35
2.0221E+11,11,13,テイエムジンキュウ,2,51,1195,482,0,127,29.65
2.0221E+11,12,7,カシノクック,2,54,1128,416,0,101.7,26.5
2.0221E+11,13,10,キリシマラッキー,2,54,1147,448,0,134.3,19.85
2.0221E+11,14,1,カシノスターリング,2,51,1199,470,0,55.5,10.4
2.0221E+11,15,16,エイヨーチャクラ,2,54,894,432,0,22.7,6.4
2.0221E+11,16,18,カシノロマネ,2,54,1165,374,0,207.1,46.35
2.0221E+11,17,15,コウユーオモイノセ,2,54,1180,470,0,3.1,1.5
2.0221E+11,1,7,マルモリキング,2,54,1168,518,0,5.7,2.1
2.0221E+11,2,3,ゴッドセンド,2,54,1171,456,0,3.5,1.3
2.0221E+11,3,5,ヴァルダリス,2,50,1187,422,0,3.5,1.7
2.0221E+11,4,8,オバケノキンタ,2,51,1199,442,0,41.2,8.1
2.0221E+11,5,2,シミーシェイク,2,54,1116,396,0,6.9,2.15
2.0221E+11,6,1,カシノビルボード,2,52,1191,456,0,61,11.05
2.0221E+11,7,6,スエヒロイナズマ,2,54,1018,446,0,54.9,10.15
2.0221E+11,8,9,ビルトインアデイ,2,54,732,442,0,12,2.95
2.0221E+11,9,10,スズカクリエイター,2,54,1174,468,0,15.4,3.6
2.0221E+11,10,11,カシノアルバ,2,50,1193,436,0,51.1,9.95
2.0221E+11,11,4,グレイシャスオーラ,2,52,1185,434,0,13.9,2.95
2.0221E+11,1,13,ブライトホルン,3,54,1191,466,-12,9.4,3.15
2.0221E+11,2,4,インブレッドセンス,3,56,1154,466,0,9.8,2.65
2.0221E+11,3,15,サイラス,3,56,732,520,6,7.2,1.95
2.0221E+11,4,10,ホウオウブリッツ,3,52,1193,494,8,9,4.35
2.0221E+11,5,2,テイエムシルバー,3,56,1037,472,2,3.5,1.55
2.0221E+11,6,7,ショウグン,3,56,1174,452,-6,4.7,1.9
2.0221E+11,7,3,マルトドラゴン,3,55,1176,470,8,59,11.25
2.0221E+11,8,6,ルージュラピュセル,3,54,1163,424,0,4.4,1.65
2.0221E+11,9,11,ウィッシュムーン,3,56,1138,458,2,128.6,30.35
2.0221E+11,10,16,ブレットアーチ,3,56,1168,460,-8,53.9,14.65
2.0221E+11,11,1,メイショウイタマエ,3,53,1199,480,-14,131.9,24.55
2.0221E+11,12,14,サダムパッション,3,52,1187,502,-10,181,27.6
2.0221E+11,13,8,オセアプレシャス,3,54,1185,494,14,257.6,58.25
2.0221E+11,14,5,アメノタヂカラオ,3,56,1128,540,0,133.5,37.15
2.0221E+11,15,9,ブタンタン,3,56,5429,448,-10,216.3,38.55
2.0221E+11,16,12,カレンマンバ,3,56,1126,448,0,133.2,30.85
2.0221E+11,1,7,アメリカンスター,3,52,1019,494,16,10.9,2.4
2.0221E+11,2,6,サンクフィーユ,3,52,1088,440,-22,1.9,1.1
2.0221E+11,3,2,シゲルイワイザケ,3,52,1018,474,-2,5.1,1.85
2.0221E+11,4,1,ダイシンビヨンド,3,52,1154,448,-8,4.4,1.75
2.0221E+11,5,5,ルヴァンノワール,4,51,1193,436,2,34.2,5.45
2.0221E+11,6,10,ジャマン,3,49,1187,454,-8,7.9,2.55
2.0221E+11,7,8,マンクスホップ,3,50,1191,428,2,44.4,8.1
2.0221E+11,8,4,ブリンク,4,55,1102,456,-8,40.7,6.35
2.0221E+11,9,9,ワイドアウェイク,4,55,1126,488,-2,93.5,12.5
2.0221E+11,10,3,セレッソフレイム,4,52,1199,438,-10,254.4,37.25
2.0221E+11,1,12,シゲルカチョウ,4,55,1088,496,-2,3.5,1.7
2.0221E+11,2,10,ニシノデフィレ,3,54,732,500,-8,3.7,1.55
2.0221E+11,3,8,テンジュイン,5,55,1018,452,-6,18.2,3.5
2.0221E+11,4,6,キタサンユーダイ,3,54,1174,490,8,7.1,2.05
2.0221E+11,5,2,シュライエン,4,55,1171,432,-6,3.8,1.8
2.0221E+11,6,3,ドリームアゲイン,4,55,1014,468,4,18.6,4.6
2.0221E+11,7,11,ダノンカオス,5,57,1180,486,-10,37.8,7.7
2.0221E+11,8,9,ソルトキャピタル,5,57,1037,524,4,74.5,8.85
2.0221E+11,9,5,ナリタローゼ,4,55,1142,480,0,8,2.6
2.0221E+11,10,4,マイネルホイッスル,5,57,1163,484,0,65.7,10.8
2.0221E+11,11,1,ノーセキュリティ,5,57,1102,470,-22,65.8,13.65
2.0221E+11,12,7,メイショウオニテ,6,57,1185,460,6,214.6,32.6
2.0221E+11,1,1,シルキーヴォイス,4,57,1088,484,-2,2.2,1.45
2.0221E+11,2,3,ハギノエスペラント,5,57,1014,488,-6,13.2,3.75
2.0221E+11,3,2,サンデージャック,4,57,1126,472,-10,7.2,1.9
2.0221E+11,4,5,メイショウラツワン,5,57,1019,482,-2,14,3.2
2.0221E+11,5,9,ダノングレーター,6,57,1168,458,-14,38.7,6.85
2.0221E+11,6,4,ハーツオブシャカ,4,57,1154,472,4,4.5,1.7
2.0221E+11,7,8,サルマン,4,57,1116,500,-2,5.5,1.85
2.0221E+11,8,6,ナオミラフィネ,5,55,1163,468,2,17,3.2
2.0221E+11,9,10,トーセンスカイ,6,57,1174,480,-18,76.4,14.5
2.0221E+11,10,7,エレヴァルアスール,6,57,1018,500,-6,30.9,6.25
2.0221E+11,1,12,ヴァンヤール,4,57,1160,526,4,11.4,3.7
2.0221E+11,2,6,ラボエーム,5,55,1125,456,16,8.5,2.7
2.0221E+11,3,9,ミステリオーソ,5,57,1116,490,4,5.8,2.2
2.0221E+11,4,3,サンライズシェリー,5,57,732,488,4,9.6,3.4
2.0221E+11,5,4,ダッチマン,5,57,1154,464,0,68.9,9.85
2.0221E+11,6,7,ルリアン,5,57,1163,504,-14,40.3,12.25
2.0221E+11,7,8,メガゴールド,4,57,1171,516,-2,13.8,3.65
2.0221E+11,8,5,メイショウヨカゼ,5,57,1037,514,0,22.7,5.75
2.0221E+11,9,1,リリーミニスター,5,57,1126,472,2,5.9,2.3
2.0221E+11,10,10,ペガサス,6,57,1014,450,-12,17,4.35
2.0221E+11,11,2,テーオーラフィット,4,55,1174,498,16,6.3,2.85
2.0221E+11,12,13,タイセイアゲイン,4,57,1018,464,0,25.2,7.55
2.0221E+11,13,11,ヴィゴーレ,4,57,660,468,-4,22.6,6.3
2.0221E+11,14,14,ギブミーラブ,4,55,1019,476,-4,61.3,13.2
2.0221E+11,15,16,ウォーターパルフェ,7,57,1199,488,-10,250.8,62.85
2.0221E+11,16,15,トーセンアラン,4,57,1180,526,0,7.7,3.55
2.0221E+11,1,14,ゴッドクインビー,3,49,1199,440,4,3.7,1.75
2.0221E+11,2,10,サエールフェイス,3,52,1180,468,-4,35.1,8
2.0221E+11,3,12,アイファーリンクス,4,55,1116,480,-6,16,4.2
2.0221E+11,4,5,ムーンオブバローダ,6,57,660,488,-18,11,3.3
2.0221E+11,5,8,ナインティゴット,3,54,1168,502,6,2.9,1.6
2.0221E+11,6,1,ケイティレインボー,3,54,1142,472,-2,5.2,1.9
2.0221E+11,7,9,ルールシェーバー,5,56,1176,482,20,77.6,10.8
2.0221E+11,8,2,セイウンノウヒメ,4,55,732,466,0,10.2,2.05
2.0221E+11,9,11,サイモンカーチス,3,50,1187,468,-12,34.9,7.35
2.0221E+11,10,13,コパノキャッチング,4,55,1191,458,-2,57.4,11.6
2.0221E+11,11,3,カネトシバレンシア,4,53,1185,452,20,17.5,4.1
2.0221E+11,12,4,ベッサラビア,5,57,1165,452,-12,59.9,12
2.0221E+11,13,7,デリカテス,3,50,1193,446,6,26.7,7.5
2.0221E+11,14,6,タンバオー,4,57,1138,482,-6,219.6,40.4
2.02202E+11,1,6,ミスヨコハマ,2,54,1178,460,0,2.3,1.5
2.02202E+11,2,4,ブルジュドバイ,2,54,666,456,-4,1.8,1.1
2.02202E+11,3,2,コスモレンブランサ,2,54,1091,406,2,11.1,3.15
2.02202E+11,4,3,クニ,2,52,1173,414,-6,74.4,23.1
2.02202E+11,5,5,スナークメモリー,2,51,1177,410,-8,74.5,22.2
2.02202E+11,6,1,シュガーベイビー,2,54,1144,436,-6,10.5,4.25
2.02202E+11,1,1,タロファイター,3,56,1095,452,-4,1.6,1.1
2.02202E+11,2,14,ワンダフルヘヴン,3,54,1144,490,0,6.8,2.65
2.02202E+11,3,4,ヤマニンクイッカー,3,56,5243,458,6,7.6,2.65
2.02202E+11,4,8,ホウオウベリテ,3,56,1140,450,-4,5,1.85
2.02202E+11,5,2,オフショアガール,3,54,1062,432,-4,274.2,35.05
2.02202E+11,6,9,ルージュブラゾン,3,54,5203,470,4,18.7,4.85
2.02202E+11,7,7,アテンハピネス,3,53,1177,530,-14,147.6,31.2
2.02202E+11,8,5,テイエムシチーボー,3,52,1173,452,-2,289.4,46.15
2.02202E+11,9,13,モズフェニックス,3,53,1181,484,0,133.9,22.8
2.02202E+11,10,6,ナムラジュリア,3,52,1186,414,4,304,47.65
2.02202E+11,11,3,クレバーテースト,3,56,1157,444,2,28.9,7.75
2.02202E+11,12,10,ケーリエール,3,55,1182,492,-8,59.8,11.8
2.02202E+11,13,12,ヘクトゴン,3,56,1015,418,-2,224.5,49.3
2.02202E+11,14,11,クラシカルオーサー,3,53,1192,456,-2,21.1,5.45
2.02202E+11,1,11,クロニクルノヴァ,3,56,1115,478,2,6.4,2.6
2.02202E+11,2,2,キセキノエンジェル,3,54,1025,452,0,9.2,2.3
2.02202E+11,3,9,イルモンド,3,54,1170,472,-2,2.4,1.25
2.02202E+11,4,8,ジョーカーブラウン,3,56,1091,518,0,9.8,2.05
2.02202E+11,5,14,ジャスティンエース,3,56,1157,462,0,13.3,3.45
2.02202E+11,6,10,シエル,3,54,5203,462,10,4.6,2.05
2.02202E+11,7,5,ゴッドスイートビー,3,52,1186,410,2,75.9,12.25
2.02202E+11,8,3,ベアビリーブ,3,51,1198,448,0,189.9,29.5
2.02202E+11,9,13,ニューヴァージョン,3,56,1095,502,24,63.2,15.2
2.02202E+11,10,7,ユリシーズ,3,56,1015,454,4,11.7,3.65
2.02202E+11,11,6,ナーサック,3,56,1032,430,-2,25.9,6.65
2.02202E+11,12,4,ビーイング,3,56,1109,484,-6,381.5,82.85
2.02202E+11,13,12,フレンドオパール,3,51,1177,410,0,340.5,98.55
2.02202E+11,14,1,テーオーノブレス,3,54,1144,410,4,97.6,27.45
2.02202E+11,15,15,フジシュウセツ,3,53,1192,510,-6,233.4,40.95
2.02202E+11,1,8,クオーレドーロ,3,54,1170,438,0,2.4,1.25
2.02202E+11,2,13,レディベル,3,50,1190,508,12,3,1.45
2.02202E+11,3,2,コルティーナ,3,54,1157,492,16,19.9,5.9
2.02202E+11,4,5,ジョブックフィオリ,3,52,1173,426,-4,57,7.9
